type,filename,dokid,datokode,tittel,korttittel,departement,etat,rettsomraade,i_kraft,siste_endring_i_kraft,sist_endret_ved,publisert_i,gjelder_for,siste_rettelse,refid,url
lov,nl-19920619-061.xml,NL/lov/1992-06-19-61,LOV-1992-06-19-61,Lov om opphevelse av og endringer i gjeldende lovgivning om allmenninger m.v.,Endringslov angående allmenninger m.v.,Landbruks- og matdepartementet,,"Landbruk, jakt og skogbruk > Skogbruk",1993-01-01,,,,,,lov/1992-06-19-61,https://lovdata.no/lov/1992-06-19-61
lov,nl-19920626-086.xml,NL/lov/1992-06-26-86,LOV-1992-06-26-86,Lov om tvangsfullbyrdelse (tvangsfullbyrdelsesloven),Tvangsfullbyrdelsesloven - tvangsloven,Justis- og beredskapsdepartementet,,Tvangsfullbyrdelse,1993-01-01,2026-01-01,"lov/2025-04-25-12 fra 2026-01-01, lov/2025-06-20-78",,,2023-12-05 (§ 7-2 første ledd bokstav d),lov/1992-06-26-86,https://lovdata.no/lov/1992-06-26-86
lov,nl-19920626-087.xml,NL/lov/1992-06-26-87,LOV-1992-06-26-87,Lov om forsøk i offentlig forvaltning (forsøksloven),Forsøksloven,Kommunal- og distriktsdepartementet,,Forvaltnings- og kommunalrett > Offentlig forvaltning,1993-01-01,2021-06-01,lov/2021-05-07-34 fra 2021-06-01,,,2022-04-04 (tegnsetting i lister tilpasset universell utforming),lov/1992-06-26-87,https://lovdata.no/lov/1992-06-26-87
lov,nl-19920703-093.xml,NL/lov/1992-07-03-93,LOV-1992-07-03-93,Lov om avhending av fast eigedom (avhendingslova),Avhendingslova - avhl,Justis- og beredskapsdepartementet,,Fast eiendoms rettsforhold > Avhending,1993-01-01,2022-01-01,lov/2019-06-07-20 fra 2022-01-01,,,2022-04-04 (tegnsetting i lister tilpasset universell utforming),lov/1992-07-03-93,https://lovdata.no/lov/1992-07-03-93
lov,nl-19920717-099.xml,NL/lov/1992-07-17-99,LOV-1992-07-17-99,Lov om frivillig og tvungen gjeldsordning for privatpersoner (gjeldsordningsloven),Gjeldsordningsloven - gol,Barne- og familiedepartementet,,"Konkurs, gjeld og pant > Gjeldsordning",1993-01-01,2026-01-01,lov/2025-04-25-12 fra 2026-01-01,,,2022-04-04 (tegnsetting i lister tilpasset universell utforming),lov/1992-07-17-99,https://lovdata.no/lov/1992-07-17-99
lov,nl-19921127-109.xml,NL/lov/1992-11-27-109,LOV-1992-11-27-109,Lov om gjennomføring i norsk rett av hoveddelen i avtale om Det europeiske økonomiske samarbeidsområde (EØS) m.v. (EØS-loven),EØS-loven - EØSL,Utenriksdepartementet,,EU/EØS-rett,1994-01-01 samtidig med EØS-avtalen,2014-04-12,lov/2014-04-11-11 fra 2014-04-12,,,2026-04-20 (EØS-avtalen artikkel 117),lov/1992-11-27-109,https://lovdata.no/lov/1992-11-27-109
lov,nl-19921127-111.xml,NL/lov/1992-11-27-111,LOV-1992-11-27-111,Lov om lovvalg i forsikring [forsikringslovvalgsloven],Forsikringslovvalgsloven - intprfal,Justis- og beredskapsdepartementet,,"Bank, finans og regnskapsrett > Forsikring EU/EØS-rett > Finansielle tjenester Internasjonal rett > Internasjonal privatrett",1993-01-01,1997-01-24,lov/1997-01-24-14,,,"2021-08-27 (faglige fotnoter fjernet, UU-tilpasset)",lov/1992-11-27-111,https://lovdata.no/lov/1992-11-27-111
lov,nl-19921204-121.xml,NL/lov/1992-12-04-121,LOV-1992-12-04-121,Lov om fri utveksling av tjenesteytelser innen sjøtransport,Lov om sjøtransporttjenester,Nærings- og fiskeridepartementet,,EU/EØS-rett > Transport Transport og kommunikasjoner > Skipsfart,1994-01-01 samtidig med EØS-avtalen,1998-06-26,lov/1998-06-26-52,,,2022-04-28 (tegnsetting i lister tilpasset universell utforming),lov/1992-12-04-121,https://lovdata.no/lov/1992-12-04-121
lov,nl-19921204-127.xml,NL/lov/1992-12-04-127,LOV-1992-12-04-127,Lov om kringkasting og audiovisuelle bestillingstjenester mv. (kringkastingsloven),Kringkastingsloven - kringkl,Kultur- og likestillingsdepartementet,,IKT- og medierett > Kringkasting,"1994-01-01, 1993-11-01",2026-01-01,lov/2025-04-25-12 fra 2026-01-01,,,2025-01-08 (fjernet EØS-noter),lov/1992-12-04-127,https://lovdata.no/lov/1992-12-04-127
lov,nl-19921204-130.xml,NL/lov/1992-12-04-130,LOV-1992-12-04-130,Lov om husdyravl,Husdyravlsloven - avlsl,Landbruks- og matdepartementet,,"Landbruk, jakt og skogbruk > Dyrevern. Veterinær Landbruk, jakt og skogbruk > Landbruk. Dyrehold Landbruk, jakt og skogbruk > Reindrift",1994-01-01 samtidig med EØS-avtalen,2015-10-01,lov/2015-06-19-65 fra 2015-10-01,,,2021-08-30 (faglige fotnoter fjernet),lov/1992-12-04-130,https://lovdata.no/lov/1992-12-04-130
lov,nl-19921204-132.xml,NL/lov/1992-12-04-132,LOV-1992-12-04-132,Lov om legemidler m.v. (legemiddelloven),Legemiddelloven,Helse- og omsorgsdepartementet,,Helse- og omsorgsrett > Legemidler. Apotek,1994-01-01,2025-05-01,lov/2025-02-28-2 fra 2025-05-01,,,2023-02-16 (EØS-henvisninger),lov/1992-12-04-132,https://lovdata.no/lov/1992-12-04-132
lov,nl-19930312-032.xml,NL/lov/1993-03-12-32,LOV-1993-03-12-32,Lov om planteforedlerrett (planteforedlerloven),Planteforedlerloven - plfl,Landbruks- og matdepartementet,,"Immaterialrett > Industrielt rettsvern Immaterialrett > Patent Landbruk, jakt og skogbruk > Landbruk. Dyrehold","1993-09-15, 1993-03-12 (§ 30)",2022-07-01,lov/2021-06-18-122 fra 2022-07-01,,,"2021-08-24 (faglige fotnoter fjernet, UU-tilpasset)",lov/1993-03-12-32,https://lovdata.no/lov/1993-03-12-32
lov,nl-19930402-038.xml,NL/lov/1993-04-02-38,LOV-1993-04-02-38,Lov om framstilling og bruk av genmodifiserte organismer m.m. (genteknologiloven),Genteknologiloven - gentl,Klima- og miljødepartementet,,"EU/EØS-rett > Miljø og klima HMS og beredskaps- og sikkerhetsrett > Helse, miljø og sikkerhet Helse- og omsorgsrett","1993-09-01, 1994-03-01, 1999-01-01",2025-10-01,lov/2025-06-20-89 fra 2025-10-01,,,"2021-08-24 (faglige fotnoter fjernet, UU-tilpasset)",lov/1993-04-02-38,https://lovdata.no/lov/1993-04-02-38
lov,nl-19930528-052.xml,NL/lov/1993-05-28-52,LOV-1993-05-28-52,Lov om vederlag for visning av billedkunst og kunsthåndverk m.v.,Lov om vederlag for kunstvisning,Kultur- og likestillingsdepartementet,,"Kultur, idrett og underholdning > Kunst",1993-05-28,2019-08-01,lov/2018-12-20-120 fra 2019-08-01,,,2021-09-27 (faglige fotnoter fjernet),lov/1993-05-28-52,https://lovdata.no/lov/1993-05-28-52
lov,nl-19930604-058.xml,NL/lov/1993-06-04-58,LOV-1993-06-04-58,Lov om allmenngjøring av tariffavtaler m.v. (allmenngjøringsloven),Allmenngjøringsloven,Arbeids- og inkluderingsdepartementet,,Arbeidsrett > Arbeidsforhold. Sysselsetting Arbeidsrett > Tariffavtaler,1994-01-01,2025-07-01,lov/2025-06-20-109 fra 2025-07-01,,,2022-04-04 (tegnsetting i lister tilpasset universell utforming),lov/1993-06-04-58,https://lovdata.no/lov/1993-06-04-58
lov,nl-19930611-100.xml,NL/lov/1993-06-11-100,LOV-1993-06-11-100,"Lov om anlegg og drift av jernbane, herunder sporvei, tunnelbane og forstadsbane m.m. (jernbaneloven)",Jernbaneloven - jbl,Samferdselsdepartementet,,EU/EØS-rett > Transport Transport og kommunikasjoner > Jernbane,1993-07-01,2024-10-01,lov/2024-06-07-29 fra 2024-10-01,,,2023-01-10 (EØS-henvisninger),lov/1993-06-11-100,https://lovdata.no/lov/1993-06-11-100
lov,nl-19930611-101.xml,NL/lov/1993-06-11-101,LOV-1993-06-11-101,Lov om luftfart (luftfartsloven),Luftfartsloven - luftl,Samferdselsdepartementet,,EU/EØS-rett > Transport Transport og kommunikasjoner > Luftfart,"1994-04-01, 1996-04-01",2026-01-01,lov/2025-04-25-12 fra 2026-01-01,,,2022-04-04 (tegnsetting i lister i loven tilpasset universell utforming),lov/1993-06-11-101,https://lovdata.no/lov/1993-06-11-101
lov,nl-19930611-066.xml,NL/lov/1993-06-11-66,LOV-1993-06-11-66,Lov om pristiltak,Pristiltaksloven - pristl,Nærings- og fiskeridepartementet,,"Forbruker-, kjøps- og konkurranserett > Konkurranse Forvaltnings- og kommunalrett > Offentlige reguleringer",1994-01-01,2017-01-01,lov/2016-05-27-14 fra 2017-01-01,,,"2021-09-09 (faglige fotnoter fjernet, UU-tilpasset)",lov/1993-06-11-66,https://lovdata.no/lov/1993-06-11-66
lov,nl-19930611-073.xml,NL/lov/1993-06-11-73,LOV-1993-06-11-73,Lov om prisregulering ved import av fisk og fiskevarer m.v.,Lov om prisregulering ved fiskeimport m.v.,Nærings- og fiskeridepartementet,,Fiskeri- og fangstrett og havbruk > Fiskeri Næringsrett > Inn- og utførsel,1993-06-11,2015-10-01,lov/2015-06-19-65 fra 2015-10-01,,,"2021-07-07 (faglige fotnoter fjernet, struktur)",lov/1993-06-11-73,https://lovdata.no/lov/1993-06-11-73
lov,nl-19940325-007.xml,NL/lov/1994-03-25-7,LOV-1994-03-25-7,Lov om sikring mot naturskader,Naturskadeloven,Energidepartementet,,"Erstatnings- og forsikringsrett > Naturskadeforsikring Miljøvern, natur og friluftsliv > Naturmangfold/naturfredning",1995-01-01,2017-01-01,lov/2014-08-15-59 fra 2017-01-01,,,2024-01-01 (ansvarlig departement),lov/1994-03-25-7,https://lovdata.no/lov/1994-03-25-7
lov,nl-19940506-010.xml,NL/lov/1994-05-06-10,LOV-1994-05-06-10,"Lov om gjennomføring av Konvensjonen om forbod mot utvikling, produksjon, lagring og bruk av kjemiske våpen samt øydelegging av dei",Lov om konvensjon om kjemiske våpen,Utenriksdepartementet,,"Internasjonal rett > Konvensjoner. Overenskomster Stats-, statsforfatnings- og statsborgerrett > Forsvaret",1997-04-29 - Konvensjonens ikrafttredelse,2015-10-01,lov/2015-06-19-65 fra 2015-10-01,,,"2021-07-07 (faglige fotnoter fjernet, struktur)",lov/1994-05-06-10,https://lovdata.no/lov/1994-05-06-10
lov,nl-19940616-020.xml,NL/lov/1994-06-16-20,LOV-1994-06-16-20,Lov om tekniske kontrollorgan som har til oppgåve å gjennomføre samsvarsvurderingar,Lov om tekniske kontrollorgan,Nærings- og fiskeridepartementet,,"EU/EØS-rett > Handelsforenklinger Forbruker-, kjøps- og konkurranserett > Konkurranse",1994-06-16,1997-05-02,lov/1997-05-02-25,,,2025-01-08 (EØS-henvisning og petittekst),lov/1994-06-16-20,https://lovdata.no/lov/1994-06-16-20
lov,nl-19940624-038.xml,NL/lov/1994-06-24-38,LOV-1994-06-24-38,Lov om gjennomføring i norsk rett av De forente nasjoners sikkerhetsråds vedtak om å opprette internasjonale domstoler for forbrytelser i det tidligere Jugoslavia og Rwanda,"Lov om krigsforbryterdomstol, Jugoslavia m m",Justis- og beredskapsdepartementet,,Strafferett > Utenfor straffeloven Internasjonal rett > Internasjonale sanksjoner Sivil- og straffeprosess > Straffegjennomføring,1994-07-01,2016-04-22,lov/2016-04-22-3,,,2021-09-10 (faglige fotnoter fjernet),lov/1994-06-24-38,https://lovdata.no/lov/1994-06-24-38
lov,nl-19940624-039.xml,NL/lov/1994-06-24-39,LOV-1994-06-24-39,Lov om sjøfarten (sjøloven),Sjøloven - sjøl,Justis- og beredskapsdepartementet,,Transport og kommunikasjoner > Skipsfart,1994-10-01,2025-02-11,"lov/2018-12-20-115 fra 2025-02-11, lov/2023-12-20-115 fra 2024-01-01",,,2023-04-25 (fotnoter),lov/1994-06-24-39,https://lovdata.no/lov/1994-06-24-39
lov,nl-19940701-049.xml,NL/lov/1994-07-01-49,LOV-1994-07-01-49,Lov om avtalefestet pensjon for arbeidstakere med rett til medlemskap i Pensjonsordning for apotekvirksomhet mv.,Lov om AFP for apotekvirksomhet,Arbeids- og inkluderingsdepartementet,,Pensjons- og trygderett,1994-07-01,2024-10-01,lov/2024-04-12-14 fra 2024-10-01,,,"2021-07-07 (faglige fotnoter fjernet, struktur)",lov/1994-07-01-49,https://lovdata.no/lov/1994-07-01-49
lov,nl-19940805-055.xml,NL/lov/1994-08-05-55,LOV-1994-08-05-55,Lov om vern mot smittsomme sykdommer [smittevernloven],Smittevernloven - smvl,Helse- og omsorgsdepartementet,,Helse- og omsorgsrett,1995-01-01,2024-06-01,"lov/2023-04-28-9 fra 2024-06-01, lov/2024-01-12-3",,,2022-04-04 (tegnsetting i lister tilpasset universell utforming),lov/1994-08-05-55,https://lovdata.no/lov/1994-08-05-55
lov,nl-19941209-064.xml,NL/lov/1994-12-09-64,LOV-1994-12-09-64,Lov om løysingsrettar,Lov om løysingsrettar - løysl,Justis- og beredskapsdepartementet,,Fast eiendoms rettsforhold > Borettslag. Boligbyggelag Fast eiendoms rettsforhold > Sameie Fast eiendoms rettsforhold > Tinglysing. Registrering,1995-07-01,2018-01-01,lov/2017-05-11-26 fra 2018-01-01,,,"2021-08-27 (faglige fotnoter fjernet, UU-tilpasset)",lov/1994-12-09-64,https://lovdata.no/lov/1994-12-09-64
lov,nl-19950112-006.xml,NL/lov/1995-01-12-6,LOV-1995-01-12-6,Lov om medisinsk utstyr,Lov om medisinsk utstyr - medutstl,Helse- og omsorgsdepartementet,,Helse- og omsorgsrett > Helseforetak Helse- og omsorgsrett,1995-01-12,2015-10-01,lov/2015-06-19-65 fra 2015-10-01,,,2023-02-16 (EØS-henvisninger),lov/1995-01-12-6,https://lovdata.no/lov/1995-01-12-6
lov,nl-19950203-007.xml,NL/lov/1995-02-03-7,LOV-1995-02-03-7,"Lov om kontroll med etterretnings-, overvåkings- og sikkerhetstjeneste (EOS-kontrolloven)",EOS-kontrolloven,Justis- og beredskapsdepartementet,,"Stats-, statsforfatnings- og statsborgerrett > Forsvaret Stats-, statsforfatnings- og statsborgerrett > Stortinget Forvaltnings- og kommunalrett > Politi",1995-02-03,2023-01-01,lov/2022-12-20-119 fra 2023-01-01,,,2021-08-25 (faglige fotnoter fjernet),lov/1995-02-03-7,https://lovdata.no/lov/1995-02-03-7
lov,nl-19950224-012.xml,NL/lov/1995-02-24-12,LOV-1995-02-24-12,Lov om helligdager og helligdagsfred,Helligdagsfredloven,Barne- og familiedepartementet,,"Familie-, person- og barnerett > Trossamfunn. Kirken Forvaltnings- og kommunalrett > Offentlige reguleringer Næringsrett > Handel og tjenester",1995-02-24,2021-06-01,lov/2021-05-07-34 fra 2021-06-01,,,2022-04-01 (tegnsetting i lister tilpasset universell utforming),lov/1995-02-24-12,https://lovdata.no/lov/1995-02-24-12
lov,nl-19950512-023.xml,NL/lov/1995-05-12-23,LOV-1995-05-12-23,Lov om jord (jordlova),Jordlova - jl,Landbruks- og matdepartementet,,"Landbruk, jakt og skogbruk > Landbruk. Dyrehold",1995-07-01,2025-01-01,lov/2024-12-06-74 fra 2025-01-01,,,"2021-08-25 (faglige fotnoter fjernet, UU-tilpasset)",lov/1995-05-12-23,https://lovdata.no/lov/1995-05-12-23
lov,nl-19950526-025.xml,NL/lov/1995-05-26-25,LOV-1995-05-26-25,Lov om gjennomføring av fellesregler om innenlands transport i EØS-avtalen,Lov om innenlands transport i EØS-avtalen,Samferdselsdepartementet,,"EU/EØS-rett > Transport Forbruker-, kjøps- og konkurranserett > Konkurranse Transport og kommunikasjoner > Luftfart",1995-05-26,2025-06-20,lov/2025-06-20-111,,,2024-02-20 (inkurienote § 3),lov/1995-05-26-25,https://lovdata.no/lov/1995-05-26-25
lov,nl-19950804-053.xml,NL/lov/1995-08-04-53,LOV-1995-08-04-53,Lov om politiet (politiloven),Politiloven - politil,Justis- og beredskapsdepartementet,,Forvaltnings- og kommunalrett > Politi,1995-10-01,2025-10-12,"lov/2024-06-21-47 fra 2025-10-12, lov/2025-06-20-87",,,"2021-07-01 (faglige fotnoter fjernet, UU-tilpasset)",lov/1995-08-04-53,https://lovdata.no/lov/1995-08-04-53
lov,nl-19951222-085.xml,NL/lov/1995-12-22-85,LOV-1995-12-22-85,Lov om europeiske økonomiske foretaksgrupper ved gjennomføring av EØS-avtalens vedlegg XXII nr. 10 (rådsforordning (EØF) nr. 2137/85) (EØFG-loven),EØFG-loven,Nærings- og fiskeridepartementet,,"EU/EØS-rett > Selskapsrett Selskaper, fond og foreninger > Foretak",1995-12-22,2015-10-01,lov/2015-06-19-65 fra 2015-10-01,,,"2021-07-07 (faglige fotnoter fjernet, struktur)",lov/1995-12-22-85,https://lovdata.no/lov/1995-12-22-85
lov,nl-19960322-016.xml,NL/lov/1996-03-22-16,LOV-1996-03-22-16,Lov om regulering av byggje- og anleggsverksemd,Lov om regulering av byggje- og anleggsverksemd,Kommunal- og distriktsdepartementet,,"Anskaffelser, avtaler, bygg og entrepriser > Boligoppføring Anskaffelser, avtaler, bygg og entrepriser > Byggesaksbehandling",1996-03-22,2015-10-01,lov/2015-06-19-65 fra 2015-10-01,,,2021-07-07 (struktur),lov/1996-03-22-16,https://lovdata.no/lov/1996-03-22-16
lov,nl-19960607-032.xml,NL/lov/1996-06-07-32,LOV-1996-06-07-32,"Lov om gravplasser, kremasjon og gravferd (gravplassloven)",Gravplassloven,Barne- og familiedepartementet,,"Familie-, person- og barnerett > Trossamfunn. Kirken",1997-01-01,2024-07-01,lov/2023-06-16-40 fra 2024-07-01,,,2021-08-25 (faglige fotnoter fjernet),lov/1996-06-07-32,https://lovdata.no/lov/1996-06-07-32
lov,nl-19960621-038.xml,NL/lov/1996-06-21-38,LOV-1996-06-21-38,Lov om statlig naturoppsyn (naturoppsynsloven),Naturoppsynsloven,Klima- og miljødepartementet,,"Miljøvern, natur og friluftsliv > Naturmangfold/naturfredning",1996-06-21,2026-01-01,lov/2025-06-10-33 fra 2026-01-01,,,2022-04-01 (tegnsetting i lister tilpasset universell utforming),lov/1996-06-21-38,https://lovdata.no/lov/1996-06-21-38
lov,nl-19960823-063.xml,NL/lov/1996-08-23-63,LOV-1996-08-23-63,Lov om allmenngjøring av bestemmelser i tariffavtale om europeiske samarbeidsutvalg m.v.,Lov om europeiske samarbeidsutvalg m.v.,Arbeids- og inkluderingsdepartementet,,Arbeidsrett > Tariffavtaler EU/EØS-rett > Arbeids- og sosialpolitikk,1996-09-22,2019-08-01,lov/2019-06-14-22 fra 2019-08-01,,,2021-09-10 (faglige fotnoter fjernet),lov/1996-08-23-63,https://lovdata.no/lov/1996-08-23-63
lov,nl-19961129-068.xml,NL/lov/1996-11-29-68,LOV-1996-11-29-68,Lov om skatt til Svalbard (Svalbardskatteloven),Svalbardskatteloven - svalbsktl,Finansdepartementet,,Skatte- og avgiftsrett > Svalbardskatt Svalbard og biland > Generelt,1998-01-01,2026-01-01,lov/2025-12-22-118 fra 2026-01-01,,,"2021-08-25 (faglige fotnoter fjernet, UU-tilpasset)",lov/1996-11-29-68,https://lovdata.no/lov/1996-11-29-68
lov,nl-19961129-069.xml,NL/lov/1996-11-29-69,LOV-1996-11-29-69,Lov om skattlegging av personer på Jan Mayen og i Antarktis (Jan Mayen-skatteloven),Jan Mayen-skatteloven,Finansdepartementet,,Skatte- og avgiftsrett > Jan Mayen-skatt Svalbard og biland > Generelt,1998-01-01,2016-06-17,lov/2016-06-17-38,,,"2021-07-07 (faglige fotnoter fjernet, struktur)",lov/1996-11-29-69,https://lovdata.no/lov/1996-11-29-69
lov,nl-19961129-072.xml,NL/lov/1996-11-29-72,LOV-1996-11-29-72,Lov om petroleumsvirksomhet [petroleumsloven],Petroleumsloven - petrl,Energidepartementet,,Energirett > Petroleumsvirksomhet EU/EØS-rett > Energi Næringsrett > Industri,1997-07-01,2026-01-01,lov/2025-06-20-109 fra 2026-01-01,,,2024-01-01 (ansvarlig departement),lov/1996-11-29-72,https://lovdata.no/lov/1996-11-29-72
lov,nl-19961213-087.xml,NL/lov/1996-12-13-87,LOV-1996-12-13-87,Lov om skatt på honorar til utenlandske artister mv (artistskatteloven),Artistskatteloven,Finansdepartementet,,"Kultur, idrett og underholdning > Musikk og teater Skatte- og avgiftsrett > Artistskatt",Inntektsåret 1998,2017-01-01,lov/2016-05-27-14 fra 2017-01-01,,,2021-09-09 (faglige fotnoter fjernet),lov/1996-12-13-87,https://lovdata.no/lov/1996-12-13-87
lov,nl-19961220-106.xml,NL/lov/1996-12-20-106,LOV-1996-12-20-106,Lov om tomtefeste,Tomtefestelova - tfl,Justis- og beredskapsdepartementet,,Fast eiendoms rettsforhold > Tomtefeste,2002-01-01,2018-01-01,lov/2017-05-11-26 fra 2018-01-01,,,2022-04-01 (tegnsetting i lister tilpasset universell utforming),lov/1996-12-20-106,https://lovdata.no/lov/1996-12-20-106
lov,nl-19970228-019.xml,NL/lov/1997-02-28-19,LOV-1997-02-28-19,Lov om folketrygd (folketrygdloven),Folketrygdloven - ftrl,Arbeids- og inkluderingsdepartementet,,Pensjons- og trygderett,1997-05-01,2026-06-23,lov/2026-06-23-65,,,2026-01-09 (§ 12-14 (1) annet punktum opphevet),lov/1997-02-28-19,https://lovdata.no/lov/1997-02-28-19
lov,nl-19970509-026.xml,NL/lov/1997-05-09-26,LOV-1997-05-09-26,Lov om Statens investeringsfond for næringsvirksomhet i utviklingsland (Norfundloven),Norfundloven,Utenriksdepartementet,,"Selskaper, fond og foreninger > Fond",1997-06-01,2025-06-20,lov/2025-06-20-50,,,2021-08-25 (faglige fotnoter fjernet),lov/1997-05-09-26,https://lovdata.no/lov/1997-05-09-26
lov,nl-19970606-032.xml,NL/lov/1997-06-06-32,LOV-1997-06-06-32,Lov om innførsle- og utførsleregulering,Innførsle- og utførslereguleringslova,Utenriksdepartementet,,Forvaltnings- og kommunalrett > Offentlige reguleringer Næringsrett > Inn- og utførsel,1997-06-06,2023-01-01,lov/2022-03-11-8 fra 2023-01-01,,,2026-01-16 (§ 2 tredje ledd andre punktum),lov/1997-06-06-32,https://lovdata.no/lov/1997-06-06-32
lov,nl-19970606-035.xml,NL/lov/1997-06-06-35,LOV-1997-06-06-35,Lov om Oppgaveregisteret,Oppgaveregisterloven - oppgregl,Nærings- og fiskeridepartementet,,Forvaltnings- og kommunalrett > Offentlige reguleringer Forvaltnings- og kommunalrett > Statistikk. Registrering,1997-11-01,2021-01-01,lov/2019-06-21-32 fra 2021-01-01,,,2021-09-27 (faglige fotnoter fjernet),lov/1997-06-06-35,https://lovdata.no/lov/1997-06-06-35
lov,nl-19970613-042.xml,NL/lov/1997-06-13-42,LOV-1997-06-13-42,Lov om Kystvakten (kystvaktloven),Kystvaktloven - kystvl,Forsvarsdepartementet,,"HMS og beredskaps- og sikkerhetsrett > Beredskap HMS og beredskaps- og sikkerhetsrett > Redningsetater Stats-, statsforfatnings- og statsborgerrett > Forsvaret Transport og kommunikasjoner > Havner",1999-11-05,2026-01-01,lov/2025-06-10-33 fra 2026-01-01,,,2022-03-31 (tegnsetting i lister tilpasset universell utforming),lov/1997-06-13-42,https://lovdata.no/lov/1997-06-13-42
